id,название,тип,цена,ширина,длина,высота,материалы,цвета,новое,бренд,url_товара,url_картинки,стиль
232,Стулья ZASIDELIS кайф мягкие для кухни дома и офиса,стул,30000,56,63,72,"искусственный мех, дерево","белый, коричневый, кремовый",1,zasidelis,https://market.yandex.ru/card/stulya-zasidelis-kayf-myagkiye-dlya-kukhni-doma-i-ofisa-bezhevyykorichnevyy-iskusstvennyy-mekh--63x56x72-sm-do-130kg-2-sht/4320185989?do-waremd5=zqmpnpDN-wGWaOZ3_Bgj-Q&sponsored=1&cpc=0RTSiEoknhXId6LKi6utS0ARdxRAkJSH2OPWS3vRmN9PTAodZVtZ-8uPSyBHAsgJ4LDcr636H9q3LTp6wPkEw-DAD1Z8qYLj4MZ2FtEhErUcGMwxpe8y274aRGrbBxuC0KvTdao3eWJAkFa_e-tgfopGRhA0x5ye3TgskCTlvVZEbb5XJcX86LgyZRp92ZNaRuw-F9CQsMzexq-Bdyn3ekXXLCmCwXmVZqjhy6PyIWyjt7weJ8HuDeRpYfQzh-mp-AVFnH4t8mSB8uaCB36If6EJQQX6h_8PERKkkYdclZq2LUy4wp-DXIGM83K33NhBbiTiwzGh2UsDglyO1d_T5KaDJiNPOLoBpnTe2L7UnwIzCUeveL_PMnh25evLurN69zzPUQhI1cQq0qpeo7G2qCfgeOcLcgLmfkCkDWXc2A9aCoArqbp0o2VWpogYajn0_zfIrMTMoob2r6b9Q5RleSbZOSCI4N4amPcPxQAFrxdN2DMdnybw-kVQxjJnIUUwAZz6_pt8Zw2F4vf6SyoJ1dtgoHIJsd5s8goseaD8MoLChs1SqSBwTxshv_glJFwtN8nAT5ex_Ywpng7U-KnVXzyweQmJTJcmdoIOfAVz0vZtlbfRlWo5vL6dwysYjHukUzthUlFOmppc-l57G2gKB7I_KQx0swNMZGI0232ETuNfxBZx2ttWhSrt9YjTy5iDu1VLVAW1Jik1apIAocs8LtoQi_RStsFeSoCF8dSV8W2HPAu3ugoyMYcrSeyZcLAvsv2sIX-nYNSix5VKS2QYyI-TLpLiks9vesij4Q7D8wQNCjDUF9kDxvvNQiMDX4phSr4o1-b70Ew%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/16503386/2a0000019be0805fa73cddf09ab82d4dcbcd/optimize,"лофт, современный"
233,Комплект стульев RIDBERG DSW EAMES,стул,8190,46,53,81,"пластик, дерево","белый, бежевый",1,ridberg,https://market.yandex.ru/card/komplekt-stulyev-ridberg-dsw-eames-4-sht-belyy-kukhonnyye-stulya-so-spinkoy-dlya-gostinoy-stolovoy/102109356825?do-waremd5=za0X1bSySGduCpEXhIceYA&sponsored=1&cpc=0RTSiEoknhUSqg04oqQP4uN9Qx95m-J_khtGyXn7JCyY7cdDq9dXZctHZGAcV74BK1nXXyB5i1wlQyAiiP-zM6rTVei4xRJtioPnmdwwpR_-sN9PLF-Ky71SmSOBl7KsL2wbMngqS2KaO3DnvKqFTUUcgMvhRWh-jXMeqpQXQE2plNBKDlfdn6k-C4Ng976ZbAkuknnSB0oOIhjbfJirI1RgpbTYLBoYKyhMuGR1TameDPc8cNMSlCvaSmQ_kFp-QTGrAsSvUR-tWDURuar0SLh69VOoJuLK-AnKaTRf2PGXGOenbKSAZKQsqNBfgKgPrEWAXCPRfFlrjI5cCIKu0KZR8cqAKA3LVdnvRPhf45uG47qqXqJmJeHEmNAYjmf-HsB8lFPXgr9rKlnnfl0GvN5V6WLocSBBswW_TxehtT31k2JNr5pmgTKV7WDJpRIhZAEo9xX2ZPrWQosY4QczG_8JyvpCSM9TMSO4-Ds0W8hyNEypLQBKBfwyzFVQHaNYinYF0iKkyYRaW39m9XLTCQIoe8SoUsZyzp4yVaQbrsjInGH9q_7gWH1i5ve3jyoTRkG8hZS9Z8xfjrT7FKgtBSmS0N3GggcPwne30RN5FWxDiomdKG4dQTWpNGYO3C2nETJNy0iAstDnkB87k_v15u-LV0YITPPxv8wUuHxdRR-zdx-dFab9Ik15vRwdX2b41B_GwCRsWw__4XFv_6ckEDZNrCsErP8D9TP2ScC50XzppcSq29L_84u8_bdy2WKd6vKwEFc9_hYC0k5Npos_ZXLvivcYtFSjQgLTV7qNssV6WYGTmCOYd2ZmtGaWBLgpuatAelML2SE%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/16369241/2a0000019a7cbbef533f8c6272dfc87db005/optimize,современный
234,Стул офисный Easy Chair 803 VP,стул,8388,44,47,77,"искусственная кожа,металл",черный,1,easychair,https://market.yandex.ru/card/stul-ofisnyy-easy-chair-echair-803-vp-karkas-khrom-kozhzam-chernyy/103191315034?do-waremd5=6X3ml42JKmpOX8e1FZIqKw&cpc=Ut9c-OGNPh3dF5-9T9QB1yiY4kLZwsitYYVMu6gOZYqSEFRcyI_NI0H3JIT4p0jjzRge1hCd5PUslGbKC5akCNvIzEMrKvI7H4Tvixpx4wv6d86YMm2J9sf14YuQzITFi_3hLck2aW8i6erE0DfLi_gQW4h-5KcZjK5THXntivzKDALE27lXlxKH0gkcfAwZ7OGxU2diWZ5tisiBxReQqb-g8f8rt041eXN-2TIkfFRfoHW3rXEmN1emjRw1lYee4Sj_RjW7xdVBRb56I1uou7YgTylDQ3YvW9XJ89caf2XIP84OU-6CtiMIPhDZMk8wEbTWPPRH1C5hr7THn1O-XZ-cXsjfqzmiYjffkN8gtywmiyj4z6N_QX0ZW5yOHykm6uODErESPVdOSskOnuIJNdn0CAhUWNeBqXbzWTH32JROjoA8a9e81crZjhd6jhglWj72Fn_wOWDxmI8jgdaPOw%2C%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/1111879/img_id8688133109394434899.jpeg/optimize,классический
235,Стул,стул,31318,40,37,74,дерево,"коричневый, бежевый",1,enjoe,https://market.yandex.ru/card/stul/4578504046?do-waremd5=9-3xuCwNXPb0xyQrdPpwqg&cpc=hxJi_oXiZWXFQ9l_WR-NJ4v0koYyfbLRIA2HWUPNjv_Cj4QKsHmgnhH8eA8g_E05IxZijbBp_Ec5punl5gu1eGayyMb15YeCULM3CDqwhe1YexuZDX2r6lwStZimN_qhIc9erN7WWkzjK4J4h4p4gnlRw0uBVFqzHpJso-j5DvUb7D-cX6PJXp0WgYJ7Ovipkyvk1g6i_jVcY37HUemw358Lx8mwcBH9WgXD4gDsWw0OEsMzunbaHd7Y1YKKHyEszNxcmt26F5lquPRcg-zkTzEORxDltoOLPLZZEKnkAILo8Ilhcm56zUCAecehA7kdoJqvhIzobXW1_xa3lnWK24hIee3-WnmDhGlncd4lEsZg3y2TZzuPcQ%2C%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/6325594/2a000001941f9ec8720e00d9dd20efa2bc9c/optimize,"скандинавский, ретро"
236,Стул Венский бронза,стул,5000,33,33,90,"металл, искусственная кожа","бежевый, кремовый",1,мир мебели,https://market.yandex.ru/card/stul-venskiy-bronza/103658389152?do-waremd5=br3Uyi0zDgE023Tx0848qg&sponsored=1&cpc=0RTSiEoknhVRU_qByENDYXTD_fHRzcf3EUGCvxP9S7B5ultdKxlu_5zxcveLwqtcyaiK-Ih1YBVgeQSW1xR4rtwVYffUuSFlhGXz7-sjQwAuFAiNoOBF9dFluzR_i3rtpFckdkB3ngqYyB35Tz1_Li0s4ZqMGJw9VOx6ubnWkj2Hf8jspqFViyOv7HLj7YTugSMuSCsPcBY9zi6EukELCgbezIc36NcJmUX_kglX8a7xqXpAz7mABf1ViE4piTKyjL7G3DuvcUDozzQB5YWpaUC0XhbrKbIQNu8GIPNHYvMFOitpmFwmPSj-SUcuE0KxTXn6IgkyIglQ7WeMCP6sh4hkxFV1XXGnJz7d3ssbUt-4zbyR3DKSnMP1Cca3_jlOKmVjSkNghjLlQeBz5W3oPjySn-5olI966TRfJ8YHSvyTRsw9UvSHfMlYYnRR5Y6St-eKPqOzsCf9zC59mprByIE8rujOeC7Ctc0OPHkWDZ3CY24Qu8nRtl2Li9I1KVgQLZ164xHVPFudVFVXJkSOPIH3GIH9nROdR0N2EsAnXqUAsLTSlwOhvZZWngi-M8qsAgOL2Bcb5mdlJlPyjlI2KaJUAfSt05iPfXjZauNi0iUx3HgtZTzF6yDdM4sa8KTBnmIX_PRPjyi65ylZVCCt2PIO6rIgZaxvWO5MsJ8TPOHWW9dGBfxVNymXTJ3jWL1RvRUSxupn6aIM7YJtDUBLxuvx269wXM_vIb61AYZZIpL0ohaMKV17yyH2lTtem2VLWd3gW93SmX--LVFRKME3oprvZziTRGyAa_vNeMTEY-ug_cj-g5fy0npvH2dh10o10Xs0gnlfbcnIkG8vJdro775-JgoZdjxHjA04uiPhdOYXB1E-4szH4Kl64uELU3P3BWogpYzEkJ0rCMyYybASxRfy2uMPz-6KXkqSgKHrP7r3zdsu3OhJy-weQ5laIZ2Jj7DS3JyaEv7Hd6idFRflihstzlEEYng9GplLfmlgeQKCXltvJYbCMnFW8Yq4HAAO15YnUi9Z-rabjg1xBkOm60fOnnWW1e15&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/5235907/2a0000019193237483f7024fedc606fa3b55/optimize,классический
237,Стул кухонный Hoff Toledo,стул,2499,42,52,97,"металл, искусственная кожа",коричневый,1,hoff,https://market.yandex.ru/card/stul-hoff-toledo-415kh97kh52-sm-tsvet-korichnevyy/102069451766?do-waremd5=agxtiPh5qnX3KJBB9F7OUw&sponsored=1&cpc=0RTSiEoknhV9GlnTUcydULHVIkynQBw02bjM92bjBOk_vXIu-l4sJKJGT1qedwnCqcHr-ZlTwVLBHxncNtXOwCh8187J0UHKId0sZ6LYigmuG-eLCacLzPj5aU5p9aognta73UGd8w8hs--fwTogs51uo39wPZZawa11SdQLBXNF_QgRmgXGEJai0tPaRkpL6jIjZr3tR9jRtKTdojaFSl0Dyt9ZLBTaRW2Qzg5qysnPAS7TVskJpGR1dgoOVOgRHN1IzbA6wkqLNn2J-xCgksL8xN8IXXu8RJci8kxZZ6A-HCOgwuCinob5LMqmMR5FM1hWOtSC0yFM6jmCOqcLy3nGsoPionx_dyeFpawFYcV_BqMAAPKETeL3BiQ09oE1vlnkO7H1O0JJkcnL-mr7yzWQt4F_b-ddeWwjEysX2vUAPiwDdfUi2H8GSqRmFnsUuk7NDx445cYNZCTafebvFf_ALU03MdX3U8qV8VatUtge_8IJT9P7wwVbFEINnNlYGvEYlhiuD9kcavyBnf2GX9uEqX84z2FxEihfMvLjMjMku7FYDbPBfUNchDE3S6RF7JKqprk_nokyAmEEuF_UJZfjQM7LnI9Vk6S3vo3ZgE-qxUMsciHt_OstXxrDHq1OH-zIYO5277LoTIzVI0xKk4KrMLfCT26Xj7PuT6b-fpeABMNTj_b1hZGK4FObyYaiuvv0p63Z1oWddpB8GoMX1tg3FaUu0ItdIi8kE522l4Pq7Ze4o3YhLNXbnqJbhJJIbhjIcgw8mosIl76ThOHm8PHrBDPbske_ivj-z7DmX9tCajrDJ7SB8AmVzWadADjgnSXp0kQiYSAn4fy5R5w-jXbGwuHbU1fUcuMvBevkexUJlSrlSL5ap2sfDqQIZ1Q-yeK_NDspCsJMDckYV6TiMvuJkhZ_J7VpeAd8bl-2IWn60RV_UXS3x-mHWqAfLwoQ6O5Tpr4e8vyF8nZE8Sn0ArK0TjrCxTu6dTb2zt2L8ljTrll4wiISf3eSpO37mccx70I6uNDlBRxdjk2o3MGpU1Nr2t0s8YsFvLi8RAVk93-GZe5PZDMy72Bug9CqwTrC8wx19Kqnnaj3jhMjZI5THPwKvluxAhVpvX4yqxRAO61pNeIp67CqGyKditkYBoDiuzH1Y5EF5t-Cv9VFnrr2liaz5BEYsEwV5lL-H70i3LijCwTsXUKXxA%2C%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/11047949/2a00000194dfa60f1e7ae1912e7e89ac220e/optimize,классический
238,Стул Ульф,стул,4515,45,41,81,дерево,черный,1,мастерskyя,https://market.yandex.ru/card/stul-ulf-derevyannyy-temno-korichnevyy-dlya-dachi-stolovoy-kukhni/102087787518?do-waremd5=qTGHU1PnAH321NRBtTp_GQ&sponsored=1&cpc=0RTSiEoknhVRGLJmWTkxJkrZbreO18GWTK0N9H3WD_hq19ZDP3EsJ-eVsgBTiGwyrL66LLeCcEFWEcamXzuNBHn144CUdijLBgaZrdmt1kuug-H34JTtHvTjSfXz6TLbeNsAC7rHJilcnx6EFXBSdgevKnF5zjspIU0yVqcwze31YMC6cx44nYXvsmGM4AcJElMcN66-diFqoNnXAfp2ksHtQg0gA2aw2u1HF2KaS2Fh7Bg_3j4fsbSb214sgz6c8JikTHOLhMMQs7OV1EU5IxfsFmvkzC23nAuVUHbZThOZ0Vz3TOlcXKcd1cCg91UgFAkvYYz6YjYe1m96Kbg8ZbAl24X30O4q5E8LdSy960CDF5adR7GRSKGk74pH9MdGuDihgAcq_v6FY4in5OhH6KPj0slnM4qojylLqIOvDi2R2y_GCabY4uLe3i0qbHg1iLsh_KHj6LCC8eYGxHd03BTf53l7Vizo-s47BAnT3wZU75PI-Ciiwms3nC6qJGV0HYakFhFe9hvGYBUYunpWri-t9Wxeem1AF94cGbA1pbnw7gdlbiYsovqexu2Mn5ppJBt2DsNiwcKOyqakbaKYox1bL2bEtvlcYnRajOZp-hLjJbMx3ZJh6hTZEG00h2d8O4RnBi5Ptdub54p0o2xdmtXP8vkDqSCOwRsSuGIKWLD_W08SZb8k1ONhNPTTG2miXTNL7i9ZvOXcCT2RngrlQaZnkIGcRD_YKeEk32fHr4tSzYaN7eNGmxdT0EjCY77OLbRw25dCSeHVjve8VKSEtv8hdJ19gBb1RdGFCuP6x8dD9Ef4p7PMFl_bi9W7x9oOmclssUs9zJw5o5tbLwOrwAV40HP33sZs7NHu_tGZt1D3K0p4Rooa2wLYgcr-MMKdlqCCWqgNK7-79HkgJWTQ-E8p-rTOnw-G-7lvjLU-6YXEPbMBwYoeYyKG8sjQm8jNm_6c2DRfJhgdMQQVuDy2zrpIvcVwfX3pdrSTO9PbHHLqQ_dXVI4M2gRWd11EWZdzdAjKu6WglTn7PfkSdHNSjVEDzE3ptv-r9hHP2fnakh4Vprlb06V21RIArRx4WCZrjdP6wVG084IT6lKpZNYVtmZFPRrGoSQixOdZSarAaFU3RqJhVpWuxWyjZbrQ6HZ47LnVnRzOa8N0oNIrpYS1JqJuLBou3jJ_9F0aKt-HUbo%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/4220209/img_id8013581987098576004.jpeg/optimize,современный
239,Стул Ато/1шт./Кухонный,стул,13220,55,55,74,"велюр, дерево",бежевый,1,wedom,https://market.yandex.ru/card/stul-kukhonnyy-derevyannyy/103559161198?do-waremd5=ORAu7aTNxlhA0QUhq9A7sg&sponsored=1&cpc=0RTSiEoknhU0yTmVi7pbHlYnaXZBIXRJ_z6xKiIncq53y9y62dGxbXYDiyrwgoFLOIcZ76ecKEZ2ISRiKntYs5Qo9cbV_Dtg0K91iwYSAz08fKe1wwR6eMxg7I-PV04r0sn21lDt4XTVBwa452UJaegzd2dsRfViS644RP7hcJ2Ks_EgoZUuuNF5SB56Y-H3D-P8fvGpdWIJgJ8pgH9AqvuAU3uVB_10FaOFdMYPKNiot8nbJZhmfjcqFGLgPz41t2xKkbqHV0hdxjTeWGeucbMvX9IQVCxKXyXwrUPcwidx3mB0OaYPwIQjHNJLaifCickkEvWCASe96UDLOApktpT4Ws5JOZG-LiPi5yFeIjCcoEfaq6f_rlMHXwEh_l2gSRToVbJOotybaIb0Z03To8GtfWhwzDhMHYa7krpJQIOjypjwdQgOsSlKOYBaqaeDY4S5KCMEEWnElAeJ1qvkQQ4WWgjjb_bnIweT0om1WFLh2dWtfEkbZwxth8z2YpmAAFZI2EKKUyibyjIUecMaDA342x7sD_I27ClsWpfg-99Hkvl4lz9l6IlRxTlukRW1M0aa3cdc8WM2VChA-3SdBhvffwUxu-GXp0l4xEqWuofhRqrhsug5dWvfhsqR90Ok7ThFR2dGlpcd9X4xEe6GzDyMnERhzNV5c7jQ4m8IIKvGdh4MR1tnTS0aXeXfolGsPsMpQ3Re6FwuWdJvdr5gedGTQqJJhzcHciVqmU6UUI1OQgkv2-8aYo7gLUVF8yBjrd-qQ4vWt-SN9xWxmkkAuZAfc-hOvRF7CYdL6HWFaIHlYpUa0yVdqngDqw0UUE2pfaXf_iLG8E27URjsewMXtOwyuBbxYzm56bPYbHpNlezM3-22NcLHsD3xyI9aVekQZCpCU2072oyeRJlCL5HGM7uR1qh4DJGggoqOGB1iCvnEdoKrz6Yn-ksENQFgMJXSu3dI0S7dNGO1kF-iOLYoZDv-tRRF4j-tFaIRfyo4EVP7InFiIjfRnmRKtK6k49SDkTt9_efkQoMMlv3o_0MTuWVoEThQM3A5n3lAmAbZ2xldcbZ5Ag37vsNMoGSZJu5wcffkazSqLD1xCaXkI7v_jkB0wjAVz_3YKJTSIOWiwq5G8Rgl5IMqv0ISVsqJj_OSQq6lNAPeIyqfs352szZdO-wkK-8p3osnRiEf2dEABGsABD79ktq9i_VZbV6hR6c2z_rBvyM6UK4%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/19751797/2a0000019c5ea95b701f909b41b2d7cde0e7/optimize,"классический, лофт"
240,Стул с подлокотниками Hoff Amelia,стул,6236,60,59,82,"велюр, металл",бежевый,1,hoff,https://market.yandex.ru/card/stul-s-podlokotnikami-amelia-60kh82kh59-sm-tsvet-bezhevyy/102830900468?do-waremd5=6Y3z4JROWPRDaOCaGS8TQw&sponsored=1&cpc=XdM4WmvS-niPyOYgzdQxDFS_TlrhKdVEI9FKhTb8Llyq5_Zs4pUmlTEk4OPuvz4wQ-dw0reynOnhfXMCNcl_JuI-HyP1QOgD_nUCY9BrIQQ9sBJSJ6w8-UNL_yzxw2R9QmAFvxNEK-B0ojUJr8AK4ns_RUaXiXXKYhLM3bf8s7CocHQwwPsACfiKqOESDReWiT-VOnYs6Y5N8NK_gDMwLpjBskA828QcUwE3TFHe9BHaETavbN5BSnqE198zZuia67iafuLJ-mKosHTL6_SUfeVtoMZYOj0HrbE47cxRegiHU7yw1VsGpV70lnAPkXOcdkX4hltAsFlzMxv4qzBvd-U0zeSq6LZKlHAX6ewhA4ffGy2PzETt6582KiS0QdIgCcdHOSVtUlLTV-KSS9l-BZomXLIQhfempR98fAb_-FPVThGxKKeRYMdKT0PSiTdjbadoKXlggehMcDbdUkcv2o5o_eGw9NXqFmfd7D15rZr7Mzuk7zYJiB4QbkMJNuSMOKdTFlTZwEqcGG1gWRimWNhLQqkwyqF2TnicAQmOOb0Hp6k643EEMODev4P8X9Exx_DMuVG1iZSCv5MuVfRMuZvn1E1GeXVX-JcODXtVhNhVkLE1s3TIqclkmvAj2pNuDEwrXwIRzoy-0Lf-9CPwawqTPcM3SWiEgKYk2N40K2bVZjLvvJ-nHh7mH832b2roVuvEfgTGgVj3CfZqRpzQJ8HoA2J_lMXFbAYwC3HS9ItvuVE37NSHNO-1Jaelrx_jVxgonnWDGV38DlhyMGzkUuZHydAQIj77pJWErFC1hBxoo6E4qJK2UeJ_98BdtQScpxP31V7aFOzGIOadIO7kox6WckZRQqM7Is_5_0gJKUnplExOOlofi2EJrooBi7DjCCbX6owt-J5wWxqGDebMKCFo3uAEkoHEnn9Ze4PDx1vGfxboBKKikCTv0acWJHxn5WDUYMzGFiyK5lVUvuPRblKb2jxAhETLHt_c5kddp3vDotHG_yDsRcfy1OE5dPn1QdtsISlAKjHLJLdvMLRmIA%2C%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/11483501/2a0000019181360bbc3b0cb7f64c3ceb5902/optimize,современный
241,Стулья для кухни,стул,56584,48,48,90,велюр,серый,1,stella,https://market.yandex.ru/card/stulya-dlya-kukhni-frens-seryye-s-belymi-nozhkami-2-sht-myagkiye/102946884043?do-waremd5=3EiGwJEXI6UqyJ_gVeCE_A&cpc=IfwRPqQhPBTOUptyTInc2TVPsRmecssFPx9ibCd0fiENBXOzT0Zzg_L6aPEiKFWOPBjNBPbWScj_bfNATccEa0aoh4orDMf-Wk4XM2KNHJ8L1H0CJXxRUxtNULnhdnA3f0BmDizIyPQg7dN8nGJoWJIdLPUUOtkLotGkG5iPgd28VpD4qn1DN_dAlmMoLSk1V2vUi-jHE8ycePESItxMxghnSueJvq0dO-b62cnmasUzauTTnFjm497FQUwlAP1BRHHl8zV0rWg%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/11269834/2a0000018ec7c156f747c5f855a8d73ca944/optimize,лофт
242,Стул обеденный,стул,2767,49,53,89,металл,белый,1,woodville,https://market.yandex.ru/card/stul-obedennyy-woodville-goki-vanil-krap--svetlyy-muss/102384309772?do-waremd5=Wxf-_2i2RMYE7xj9PPGsLg&sponsored=1&cpc=jIKuZaxLyU1sQM6tfdAAKOefaTV5PMxQTRr74DOvTKbq1VXvkdM5RsvS3GfZk_UT-gIxhizyvz03s9I9_EZGkCo1gz3vRuw3aSWxw6s60YzqsyssT7Udz8G9569SOvxxxg8DUayQDuWHjP7YgY9I2EQEuIoQiOcHHYr00P1Exp9pEGhWMgjasHzCAXQ06mwLdNDgwW7UMfy4H-JBZYm-1AQY8tQZ_h2UuPLV5278CZp7Gux9ordisUdhq5iDEvW59z45wkMAG64yyQ0_131KlwhsjdPbFPPYTELINytDZPZmp4I0MlqCCbAvhimeMMZzHUkBdvO5BQ7jWy2QfhHMDoAiGwp7OBrji3s-Cpw2HEWQMMqRxB9h7xfuJAC3f6h0yQCwaRpQtLAZwGsaFXdbMIydwg1jcABbHCXzA_PaWaMLHYUgR0gJ3XE_YhD3_K6hdd6edNd_HPDKa159wVSveat-As7BjQbrxl-X8J5dbNba7O7KBFi5jvEcqcP_EzWsyOVhG_Dwo0_pJCJgrd3OkHFfIwYmszR7WC2arS3jx8pymQF92ctyw78PNva7DvcTZ0nxLOT2Iiz5nLFhr0xjT2kUrScYn_ceGYbuh2fg1ffEdlOCFl0J4NwYiQOfraG-ko0NOhORg4p_3zEWGECUcnYWy-Go5InJTV-gujXoB0Z8Ex9LCsH_YZGBG-CPhJa1q7qxMbPIOG8Gbhz0xquA4dLEa9tOWhRYybpPs8oRMfdZ84sa5f0D7oiO0oMtCViROewKzCviFuqSX_2BdR7bItYsXeyu174irFL2zkBKZV9TXqbLHBf8r0hO7BqewF9p7DaBVvsviUaCEXU3aXTpdT0Wtz8jS4W02UFyvWBuhj8ll8oOzhs_vBEwtuWNZ9JZzV1cQ38u77hBf2ULUltWUizygiGO1DNj9C5tMy2wnWj4Dp6zwCrAoCfrglNRTwNioIi-JjlHjCY8JGeyqS7Sd7pXFHoWcrCP-z0WQDKI6KEv4rVIw3Cfp12B2OWjiT1o8cTnme5nnK4EW86_unsVpg%2C%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/5332815/2a00000191fabe9f07297ce53a943feb9694/optimize,классический
243,Стул для кухни обеденный,стул,13400,48,48,80,велюр,серый,1,меб37912,https://market.yandex.ru/card/stul-dlya-kukhni-obedennyy-seryy-myagkiy/102004745932?do-waremd5=xYdS0iFf7pI0d-UJbZQqIQ&sponsored=1&cpc=lEIdqmo0WVN6VPZ37LA-AKk8CWQJ4mK5xoZf5Gh-Ygye2UxhHTg5Am_M4YPXqYodE-GGnVxXyndTqnXHXt3E7wZEWwqkIfrCMQ3e99wydVDuAVRXi1ne2mkDyGjEDi8Llws7PIka_D03YSYJFkMo451x7ridlJ1s3oEcBH_KUFkh5DqMrHnyoHR5UMdqSPDuvLAi_ZENftsqoKYJPcRmFFvAHgFqeYvzhkZXILD1TQ_6ZximHkBzPGJ7FD42UNbdJ9nYeHzXk9OBE4xARmozPmmL_AzOLH5NBMyQ2qYqIFjBpztboevl1_kQ9R-WxEbsLgQkSqtELvHAgR--glXP22nYMSsb9IGhFLi23NkxoxnsxgBLtE8164t_ar11k24S&ogV=-12,https://avatars.mds.yandex.net/get-mpic/4219828/img_id2983170666421968538.jpeg/optimize,"лофт, современный"
244,Стул Магнат (1шт),стул,8000,41,41,105,искусственная кожа,коричневый,1,мир мебели,https://market.yandex.ru/card/stul-magnat-1sht/103658353991?do-waremd5=Iy7vybww2UhgvH4Pdvpe5Q&sponsored=1&cpc=jIKuZaxLyU2n-z0p-umjyVXFi5E3bdFj74gcywYm9e22LnjARlb3dxlZCGgVRPfzy3QyJIpQHtWM-8qoUCnL9thlq6NBJVIZ-OxduiXuCMytUBguYcD_D5SSZ4RQqqx3pq763DXi1nxmFlvezUWp4hETKbx-O_2Yflfr6caAhSRBGhPCORzLaytzo2WzU0PCjVLZs48Dacz-uOQqsg9IQodq6imkSaUdHwuq-aZWl2yRqEy57fGFK43ur-YAKTDZATgT2QLLePPE4-_sjXfXz_firdVvJ67STuBnbdKKpLK3oMabw73GwbliY3xu_4n-5wNF1BIPwCJqt46YbfXLSpSLmyUTN44i5n3JkMChcC5APGXu8RtJIguu8f-zTw3ZjaEE9AnZulWpaU7AP7-XLjQlGXPllRIubxlhh_obS2DSatT9UaMgIND1PDxaZOm2-r_BHvpuecOXMvl0oz0WuraCY9rz_5Q_Z2QdaZEjwZJhkYPDjRUwQ8yLdmjPWwjBXCLWKKf3mPOsWPMQjZ4npl1Zx6fwcMTLHLrC4ulKCPZ03rAiuv5QwC7-RLCFe4u9v4v_H9pZ9hm8ARdwiTw_mxiWSRuqZNS9QDNzAMBD-d6WVRtOiWX5aUuW_TxNInb6aMsjBtYVVBNiQuSzQDEqLQjejNKqVd4P7orU9SX0Mo3apBdhPR71oSOhpiajB_FrrLYAYDmmwC9B-IX5Nhcl1bj-io1d_D0rSs4so8JkIvzVoz27ehhTEwySipGVDy17e12F46g59Ejf-exvf6XbXdzgU7k2cQwqRMiroP9b_C5g70v4vl9UuJHdCGAU3vFB2uO-DLjhwAi7oFTtMXXKjhUBQXHnM0dsLC5Ni3Ic23jAhzX2-L9T8eARXHokcuWCifFC_dRPXpCZOkrkDEXheiDEzN2uBaWqZTXurl7Jc1LKsuAukxJmxgIE5ZxRwQ7sTjFN3B30LBKbSlhgqeKk-1JHZoe2aXV3w-MARQa0_HoiNlSQ2sc8bFPOlk8vYeA5qYK6_Ny5mEFnvDtLFmvRkw%2C%2C&nid=61280214&ogV=-12,https://avatars.mds.yandex.net/get-mpic/1888674/2a00000191932374c7238f78c8ebf201d9d0/optimize,классический
